name,date,score
Robin Williams,1986,5.1
Robin Williams,1986,6.0
Robin Williams,1984,7.1
Robin Williams,1984,6.5
Robin Williams,1983,6.5
Robin Williams,1983,5.8
Robin Williams,1982,6.2
Robin Williams,1981,8.4
Robin Williams,1982,8.3
Robin Williams,1982,7.1
Robin Williams,1980,5.4
Robin Williams,1979,5.9
Robin Williams,1974,7.4
Robin Williams,1978,8.4
Robin Williams,1977,7.6
Robin Williams,1978,3.3
Robin Williams,1977,6.6
Robin Williams,1977,7.6
Robin Williams,1977,4.2
Katharine Hepburn,1994,5.9
Katharine Hepburn,1994,6.0
Katharine Hepburn,1994,6.2
Katharine Hepburn,1993,5.0
Katharine Hepburn,1992,6.3
Katharine Hepburn,1988,6.3
Katharine Hepburn,1986,6.6
Katharine Hepburn,1984,5.7
Katharine Hepburn,1981,7.6
Katharine Hepburn,1979,6.8
Katharine Hepburn,1978,5.2
Katharine Hepburn,1975,6.8
Katharine Hepburn,1975,7.7
Katharine Hepburn,1973,7.3
Katharine Hepburn,1973,6.6
Katharine Hepburn,1971,6.9
Katharine Hepburn,1969,6.0
Katharine Hepburn,1968,7.9
Katharine Hepburn,1967,7.8
Katharine Hepburn,1962,7.5
Katharine Hepburn,1959,7.5
Katharine Hepburn,1957,7.2
Katharine Hepburn,1956,6.9
Katharine Hepburn,1956,5.1
Katharine Hepburn,1955,7.1
Katharine Hepburn,1952,6.9
Katharine Hepburn,1951,7.7
Katharine Hepburn,1949,7.4
Katharine Hepburn,1948,7.2
Katharine Hepburn,1947,6.7
Katharine Hepburn,1947,6.3
Katharine Hepburn,1946,6.5
Katharine Hepburn,1945,6.6
Katharine Hepburn,1944,5.9
Katharine Hepburn,1943,6.3
Katharine Hepburn,1942,6.7
Katharine Hepburn,1942,7.1
Katharine Hepburn,1940,7.9
Katharine Hepburn,1938,7.7
Katharine Hepburn,1938,7.8
Katharine Hepburn,1937,7.7
Katharine Hepburn,1937,6.2
Katharine Hepburn,1936,6.4
Katharine Hepburn,1936,6.3
Katharine Hepburn,1935,6.2
Katharine Hepburn,1935,6.9
Katharine Hepburn,1935,5.8
Katharine Hepburn,1934,6.2
Katharine Hepburn,1934,5.4
Katharine Hepburn,1933,7.2
Katharine Hepburn,1933,6.4
Katharine Hepburn,1933,6.3
Katharine Hepburn,1932,6.5
Meryl Streep,2021,8.1
Meryl Streep,2023,6.1
Meryl Streep,2021,7.2
Meryl Streep,2020,6.1
Meryl Streep,2020,5.9
Meryl Streep,2020,6.7
Meryl Streep,2020,7.5
Meryl Streep,2020,7.3
Meryl Streep,2019,7.8
Meryl Streep,2019,6.3
Meryl Streep,2017,8.4
Meryl Streep,2018,6.7
Meryl Streep,2018,6.6
Meryl Streep,2017,7.2
Meryl Streep,2016,4.9
Meryl Streep,2016,6.8
Meryl Streep,2015,5.4
Meryl Streep,2015,6.9
Meryl Streep,2015,6.0
Meryl Streep,2014,5.9
Meryl Streep,2014,6.4
Meryl Streep,2014,6.6
Meryl Streep,2013,6.5
Meryl Streep,2013,7.2
Meryl Streep,2012,6.3
Meryl Streep,2011,6.7
Meryl Streep,2011,6.4
Meryl Streep,2008,7.5
Meryl Streep,2010,6.6
Meryl Streep,2009,6.5
Meryl Streep,2009,7.9
Meryl Streep,2009,7.0
Meryl Streep,2008,7.5
Meryl Streep,2008,6.5
Meryl Streep,2007,6.2
Meryl Streep,2007,6.8
Meryl Streep,2007,6.4
Meryl Streep,2007,6.0
Meryl Streep,2006,5.8
Meryl Streep,2006,6.9
Meryl Streep,2006,6.5
Meryl Streep,2006,6.7
Meryl Streep,2005,6.2
Meryl Streep,2004,6.8
Meryl Streep,2004,6.6
Meryl Streep,2004,4.5
Meryl Streep,2003,5.7
Meryl Streep,2003,8.1
Meryl Streep,2003,5.8
Meryl Streep,2002,7.5
Meryl Streep,2002,7.7
Meryl Streep,2001,7.2
Meryl Streep,1997,7.5
Meryl Streep,1999,6.8
Meryl Streep,1999,6.1
Meryl Streep,1998,6.9
Meryl Streep,1998,6.3
Meryl Streep,1997,6.7
Meryl Streep,1996,6.7
Meryl Streep,1996,6.1
Meryl Streep,1995,7.6
Meryl Streep,1989,8.7
Meryl Streep,1994,6.5
Meryl Streep,1993,6.9
Meryl Streep,1992,6.6
Meryl Streep,1991,7.2
Meryl Streep,1990,6.7
Meryl Streep,1990,5.8
Meryl Streep,1989,6.2
Meryl Streep,1989,5.7
Meryl Streep,1985,8.2
Meryl Streep,1988,6.2
Meryl Streep,1988,6.9
Meryl Streep,1987,6.9
Meryl Streep,1987,6.7
Meryl Streep,1987,7.4
Meryl Streep,1986,6.1
Meryl Streep,1985,7.7
Meryl Streep,1985,7.1
Meryl Streep,1985,6.0
Meryl Streep,1984,6.5
Meryl Streep,1983,7.1
Meryl Streep,1982,7.5
Meryl Streep,1982,6.0
Meryl Streep,1981,6.9
Meryl Streep,1979,7.8
Meryl Streep,1979,6.1
Meryl Streep,1971,7.9
Meryl Streep,1979,7.8
Meryl Streep,1978,8.1
Meryl Streep,1978,8.0
Meryl Streep,1977,7.1
Meryl Streep,1977,6.3
Meryl Streep,1976,6.5
Audrey Hepburn,1989,6.4
Audrey Hepburn,1987,6.0
Audrey Hepburn,1981,6.3
Audrey Hepburn,1979,4.6
Audrey Hepburn,1976,6.5
Audrey Hepburn,1967,7.7
Audrey Hepburn,1967,7.4
Audrey Hepburn,1966,7.5
Audrey Hepburn,1964,7.7
Audrey Hepburn,1964,6.3
Audrey Hepburn,1963,7.8
Audrey Hepburn,1961,7.8
Audrey Hepburn,1961,7.6
Audrey Hepburn,1960,6.6
Audrey Hepburn,1959,7.5
Audrey Hepburn,1959,5.3
Audrey Hepburn,1957,7.1
Audrey Hepburn,1957,7.0
Audrey Hepburn,1954,7.2
Audrey Hepburn,1956,6.7
Audrey Hepburn,1954,7.6
Audrey Hepburn,1953,6.0
Audrey Hepburn,1953,8.0
Audrey Hepburn,1952,6.5
Audrey Hepburn,1951,7.6
Audrey Hepburn,1952,6.2
Audrey Hepburn,1951,5.5
Audrey Hepburn,1951,5.7
Audrey Hepburn,1950,7.8
Audrey Hepburn,1951,7.5
Audrey Hepburn,1951,7.1
Audrey Hepburn,1951,5.0
Audrey Hepburn,1949,5.5
Maggie Smith,2023,6.3
Maggie Smith,2022,7.4
Maggie Smith,2021,6.7
Maggie Smith,2019,7.4
Maggie Smith,2018,6.1
Maggie Smith,2018,5.2
Maggie Smith,2010,8.7
Maggie Smith,2015,6.7
Maggie Smith,2015,6.5
Maggie Smith,2014,6.4
Maggie Smith,2013,7.5
Maggie Smith,2012,6.8
Maggie Smith,2011,7.2
Maggie Smith,2011,8.1
Maggie Smith,2011,5.9
Maggie Smith,2010,6.1
Maggie Smith,2009,6.7
Maggie Smith,2009,7.6
Maggie Smith,2007,6.7
Maggie Smith,2007,7.5
Maggie Smith,2007,7.0
Maggie Smith,2006,6.7
Maggie Smith,2006,7.5
Maggie Smith,2005,6.8
Maggie Smith,2005,7.7
Maggie Smith,2004,7.0
Maggie Smith,2004,7.9
Maggie Smith,2003,6.9
Maggie Smith,2002,7.7
Maggie Smith,2002,7.4
Maggie Smith,2002,6.1
Maggie Smith,2001,7.2
Maggie Smith,2001,7.6
Maggie Smith,1999,7.7
Maggie Smith,1999,7.1
Maggie Smith,1999,6.0
Maggie Smith,1999,6.9
Maggie Smith,1998,5.7
Maggie Smith,1997,6.7
Maggie Smith,1996,6.4
Maggie Smith,1995,7.3
Maggie Smith,1993,5.7
Maggie Smith,1993,7.3
Maggie Smith,1971,7.9
Maggie Smith,1992,6.5
Maggie Smith,1985,6.3
Maggie Smith,1991,6.8
Maggie Smith,1990,7.2
Maggie Smith,1988,8.6
Maggie Smith,1987,7.0
Maggie Smith,1985,7.2
Maggie Smith,1984,6.5
Maggie Smith,1984,5.7
Maggie Smith,1982,7.5
Maggie Smith,1983,5.6
Maggie Smith,1982,6.2
Maggie Smith,1982,7.0
Maggie Smith,1981,6.9
Maggie Smith,1981,6.2
Maggie Smith,1978,6.2
Maggie Smith,1978,7.2
Maggie Smith,1976,7.3
Maggie Smith,1973,6.6
Maggie Smith,1972,6.3
Maggie Smith,1965,6.9
Maggie Smith,1969,7.0
Maggie Smith,1969,7.6
Maggie Smith,1968,6.8
Maggie Smith,1967,6.9
Maggie Smith,1967,7.1
Maggie Smith,1967,6.8
Maggie Smith,1955,7.3
Maggie Smith,1965,7.0
Maggie Smith,1965,6.5
Maggie Smith,1964,7.2
Maggie Smith,1963,6.3
Maggie Smith,1962,5.9
Maggie Smith,1955,8.0
Maggie Smith,1956,7.6
Maggie Smith,1958,6.8
Maggie Smith,1947,8.0
Maggie Smith,1956,7.3
Maggie Smith,1956,6.1
Maggie Smith,1955,8.2
Maggie Smith,1950,7.8
Ingrid Bergman,1982,7.5
Ingrid Bergman,1978,8.1
Ingrid Bergman,1976,5.1
Ingrid Bergman,1974,7.2
Ingrid Bergman,1973,6.2
Ingrid Bergman,1970,6.1
Ingrid Bergman,1969,7.2
Ingrid Bergman,1966,7.4
Ingrid Bergman,1967,5.7
Ingrid Bergman,1966,7.0
Ingrid Bergman,1964,6.4
Ingrid Bergman,1964,7.4
Ingrid Bergman,1962,6.9
Ingrid Bergman,1961,5.6
Ingrid Bergman,1961,7.0
Ingrid Bergman,1961,6.8
Ingrid Bergman,1959,6.3
Ingrid Bergman,1958,7.2
Ingrid Bergman,1958,6.7
Ingrid Bergman,1956,7.0
Ingrid Bergman,1956,6.2
Ingrid Bergman,1954,5.7
Ingrid Bergman,1954,7.3
Ingrid Bergman,1953,6.5
Ingrid Bergman,1952,7.4
Ingrid Bergman,1950,7.2
Ingrid Bergman,1949,6.2
Ingrid Bergman,1948,6.4
Ingrid Bergman,1948,6.3
Ingrid Bergman,1945,7.2
Ingrid Bergman,1945,6.4
Ingrid Bergman,1945,7.5
Ingrid Bergman,1944,7.8
Ingrid Bergman,1943,6.8
Ingrid Bergman,1942,8.5
Ingrid Bergman,1941,6.8
Ingrid Bergman,1941,6.3
Ingrid Bergman,1941,6.6
Ingrid Bergman,1940,6.1
Ingrid Bergman,1939,6.6
Ingrid Bergman,1939,6.6
Ingrid Bergman,1938,6.0
Ingrid Bergman,1938,5.7
Ingrid Bergman,1938,7.0
Ingrid Bergman,1937,4.2
Ingrid Bergman,1936,6.5
Ingrid Bergman,1936,5.2
Ingrid Bergman,1935,6.0
Ingrid Bergman,1935,5.7
Ingrid Bergman,1935,5.6
Ingrid Bergman,1935,6.0
Ingrid Bergman,1932,5.5
Julie Andrews,2020,7.4
Julie Andrews,2023,7.4
Julie Andrews,2022,6.5
Julie Andrews,2022,5.1
Julie Andrews,2018,6.8
Julie Andrews,2017,6.2
Julie Andrews,2017,8.3
Julie Andrews,2010,7.6
Julie Andrews,2010,6.3
Julie Andrews,2010,5.0
Julie Andrews,2008,5.2
Julie Andrews,2007,7.1
Julie Andrews,2007,6.1
Julie Andrews,2004,5.7
Julie Andrews,2004,5.8
Julie Andrews,2004,7.3
Julie Andrews,1997,7.4
Julie Andrews,2002,6.7
Julie Andrews,2002,8.2
Julie Andrews,2001,6.4
Julie Andrews,2001,6.6
Julie Andrews,2000,6.4
Julie Andrews,1999,7.2
Julie Andrews,1995,6.2
Julie Andrews,1995,7.7
Julie Andrews,1992,7.8
Julie Andrews,1991,4.9
Julie Andrews,1991,6.8
Julie Andrews,1986,6.7
Julie Andrews,1986,6.0
Julie Andrews,1983,5.2
Julie Andrews,1982,4.8
Julie Andrews,1982,7.6
Julie Andrews,1981,6.4
Julie Andrews,1980,6.3
Julie Andrews,1979,6.1
Julie Andrews,1974,6.4
Julie Andrews,1970,6.1
Julie Andrews,1968,6.4
Julie Andrews,1967,6.9
Julie Andrews,1966,6.5
Julie Andrews,1966,6.6
Julie Andrews,1965,8.1
Julie Andrews,1964,7.3
Julie Andrews,1964,7.8
Julie Andrews,1959,6.4
Julie Andrews,1957,7.6
Julie Andrews,1955,7.0
Julie Andrews,1949,6.6
Helen Mirren,2023,6.6
Helen Mirren,2023,7.5
Helen Mirren,2023,6.9
Helen Mirren,2023,5.8
Helen Mirren,2023,5.9
Helen Mirren,2022,8.3
Helen Mirren,2023,5.9
Helen Mirren,2022,8.6
Helen Mirren,2022,7.1
Helen Mirren,2021,3.5
Helen Mirren,2021,6.0
Helen Mirren,2021,5.2
Helen Mirren,2020,5.5
Helen Mirren,2020,6.9
Helen Mirren,2020,6.6
Helen Mirren,2020,6.3
Helen Mirren,2019,6.7
Helen Mirren,2019,6.2
Helen Mirren,2019,6.5
Helen Mirren,2019,6.6
Helen Mirren,2019,4.7
Helen Mirren,2018,5.6
Helen Mirren,2018,5.4
Helen Mirren,2017,6.7
Helen Mirren,2017,6.6
Helen Mirren,2016,6.8
Helen Mirren,2015,7.4
Helen Mirren,2015,7.3
Helen Mirren,2015,7.3
Helen Mirren,2014,7.3
Helen Mirren,2014,7.2
Helen Mirren,2013,8.7
Helen Mirren,2013,6.6
Helen Mirren,2013,8.6
Helen Mirren,2013,7.2
Helen Mirren,2013,6.2
Helen Mirren,2012,6.8
Helen Mirren,2009,6.8
Helen Mirren,2012,6.4
Helen Mirren,2011,5.7
Helen Mirren,2011,7.2
Helen Mirren,2010,7.0
Helen Mirren,2010,6.9
Helen Mirren,2010,5.7
Helen Mirren,2010,5.3
Helen Mirren,2010,6.8
Helen Mirren,2010,5.6
Helen Mirren,2009,6.9
Helen Mirren,2009,7.3
Helen Mirren,2009,7.1
Helen Mirren,2008,6.1
Helen Mirren,2007,6.5
Helen Mirren,2007,4.9
Helen Mirren,2006,8.2
Helen Mirren,2006,7.3
Helen Mirren,2005,7.9
Helen Mirren,2005,5.5
Helen Mirren,2005,6.4
Helen Mirren,2005,6.7
Helen Mirren,1999,8.0
Helen Mirren,2004,7.7
Helen Mirren,2004,6.2
Helen Mirren,1985,8.2
Helen Mirren,2004,6.0
Helen Mirren,1993,8.2
Helen Mirren,2004,5.8
Helen Mirren,2003,8.2
Helen Mirren,2003,6.9
Helen Mirren,2003,6.3
Helen Mirren,2002,6.3
Helen Mirren,2002,7.7
Helen Mirren,2002,7.8
Helen Mirren,2001,7.2
Helen Mirren,2001,6.9
Helen Mirren,2001,4.8
Helen Mirren,2001,4.9
Helen Mirren,2001,6.0
Helen Mirren,2001,6.8
Helen Mirren,2000,6.8
Helen Mirren,1999,5.3
Helen Mirren,1987,7.6
Helen Mirren,1999,5.8
Helen Mirren,1998,7.2
Helen Mirren,1996,7.3
Helen Mirren,1997,6.9
Helen Mirren,1997,5.9
Helen Mirren,1996,8.3
Helen Mirren,1996,7.8
Helen Mirren,1996,7.2
Helen Mirren,1996,6.5
Helen Mirren,1995,5.8
Helen Mirren,1995,7.8
Helen Mirren,1995,7.6
Helen Mirren,1995,7.8
Helen Mirren,1994,7.2
Helen Mirren,1994,5.1
Helen Mirren,1994,5.4
Helen Mirren,1993,8.1
Helen Mirren,1993,5.4
Helen Mirren,1991,5.4
Helen Mirren,1992,8.1
Helen Mirren,1991,6.3
Helen Mirren,1991,8.3
Helen Mirren,1990,6.4
Helen Mirren,1990,6.3
Helen Mirren,1989,5.7
Helen Mirren,1989,7.5
Helen Mirren,1989,6.1
Helen Mirren,1988,6.7
Helen Mirren,1988,6.2
Helen Mirren,1987,6.8
Helen Mirren,1982,8.3
Helen Mirren,1986,6.6
Helen Mirren,1986,6.1
Helen Mirren,1985,7.7
Helen Mirren,1985,6.6
Helen Mirren,1984,6.7
Helen Mirren,1984,6.6
Helen Mirren,1982,6.9
Helen Mirren,1970,7.8
Helen Mirren,1981,6.7
Helen Mirren,1973,6.8
Helen Mirren,1981,7.3
Helen Mirren,1980,7.6
Helen Mirren,1980,4.9
Helen Mirren,1980,5.0
Helen Mirren,1979,6.2
Helen Mirren,1979,5.3
Helen Mirren,1979,7.0
Helen Mirren,1967,6.9
Helen Mirren,1978,8.0
Helen Mirren,1965,6.9
Helen Mirren,1971,7.9
Helen Mirren,1975,6.8
Helen Mirren,1974,5.3
Helen Mirren,1974,6.7
Helen Mirren,1973,7.8
Helen Mirren,1973,7.6
Helen Mirren,1972,7.0
Helen Mirren,1971,7.9
Helen Mirren,1969,6.2
Helen Mirren,1970,5.6
Helen Mirren,1969,6.3
Helen Mirren,1968,6.5
Helen Mirren,1967,6.8
Helen Mirren,1967,6.7
Judi Dench,2022,6.6
Judi Dench,2022,6.0
Judi Dench,2021,7.2
Judi Dench,2021,5.2
Judi Dench,2020,5.4
Judi Dench,2020,5.9
Judi Dench,2020,8.5
Judi Dench,2020,4.3
Judi Dench,2019,2.8
Judi Dench,2018,6.3
Judi Dench,2018,6.4
Judi Dench,2018,7.3
Judi Dench,2017,6.5
Judi Dench,2017,6.8
Judi Dench,2017,6.2
Judi Dench,2016,6.7
Judi Dench,2012,8.2
Judi Dench,2015,7.8
Judi Dench,2015,6.8
Judi Dench,2015,7.0
Judi Dench,2015,6.5
Judi Dench,2015,6.5
Judi Dench,2015,6.9
Judi Dench,2013,5.7
Judi Dench,2013,8.7
Judi Dench,2013,7.6
Judi Dench,2013,8.1
Judi Dench,2012,7.8
Judi Dench,2012,5.9
Judi Dench,2012,7.4
Judi Dench,2012,2.7
Judi Dench,2011,7.2
Judi Dench,2011,6.5
Judi Dench,2011,6.9
Judi Dench,2011,6.6
Judi Dench,2011,4.3
Judi Dench,2011,7.3
Judi Dench,2010,7.3
Judi Dench,2010,7.5
Judi Dench,2007,8.3
Judi Dench,2009,5.8
Judi Dench,2009,4.7
Judi Dench,2008,6.7
Judi Dench,2008,6.6
Judi Dench,2007,6.6
Judi Dench,2007,4.9
Judi Dench,2006,7.4
Judi Dench,2006,8.0
Judi Dench,2001,5.6
Judi Dench,2006,7.2
Judi Dench,2006,2.8
Judi Dench,1992,8.3
Judi Dench,2005,7.0
Judi Dench,2005,6.7
Judi Dench,2005,7.8
Judi Dench,2004,6.4
Judi Dench,2004,5.0
Judi Dench,2004,7.0
Judi Dench,2004,6.6
Judi Dench,2004,5.4
Judi Dench,2004,5.9
Judi Dench,2003,7.9
Judi Dench,2002,5.9
Judi Dench,2002,7.0
Judi Dench,2002,6.1
Judi Dench,2002,6.8
Judi Dench,2002,4.2
Judi Dench,2002,3.6
Judi Dench,2001,6.7
Judi Dench,2001,7.0
Judi Dench,2000,7.3
Judi Dench,2000,7.2
Judi Dench,1999,6.8
Judi Dench,1999,6.4
Judi Dench,1999,6.9
Judi Dench,1998,7.1
Judi Dench,1998,7.1
Judi Dench,1997,6.5
Judi Dench,1997,7.2
Judi Dench,1996,7.7
Judi Dench,1996,8.3
Judi Dench,1995,7.2
Judi Dench,1995,6.6
Judi Dench,1994,7.5
Judi Dench,1992,8.2
Judi Dench,1991,6.5
Judi Dench,1985,6.5
Judi Dench,1989,6.9
Judi Dench,1989,7.5
Judi Dench,1989,6.4
Judi Dench,1988,6.6
Judi Dench,1985,6.8
Judi Dench,1987,7.4
Judi Dench,1985,7.5
Judi Dench,1985,7.2
Judi Dench,1985,7.6
Judi Dench,1985,6.2
Judi Dench,1985,6.5
Judi Dench,1983,5.7
Judi Dench,1965,7.1
Judi Dench,1982,8.6
Judi Dench,1981,6.8
Judi Dench,1973,6.8
Judi Dench,1980,7.6
Judi Dench,1967,6.9
Judi Dench,1977,7.4
Judi Dench,1979,7.6
Judi Dench,1978,7.8
Judi Dench,1975,7.7
Judi Dench,1974,4.9
Judi Dench,1974,6.5
Judi Dench,1968,8.6
Judi Dench,1968,6.5
Judi Dench,1965,6.9
Judi Dench,1964,7.4
Judi Dench,1965,7.4
Judi Dench,1955,7.3
Judi Dench,1965,6.5
Judi Dench,1965,7.1
Judi Dench,1965,6.1
Judi Dench,1965,7.2
Judi Dench,1964,7.9
Judi Dench,1964,6.5
Judi Dench,1963,7.6
Judi Dench,1962,7.0
Judi Dench,1963,7.3
Judi Dench,1962,7.1
Judi Dench,1959,7.2
Judi Dench,1960,8.3
Judi Dench,1956,7.6
Judi Dench,1959,7.4
Helena Bonham Carter,2023,6.8
Helena Bonham Carter,2023,7.6
Helena Bonham Carter,2023,7.3
Helena Bonham Carter,2022,6.8
Helena Bonham Carter,2022,6.9
Helena Bonham Carter,2022,6.8
Helena Bonham Carter,2021,7.1
Helena Bonham Carter,2020,6.1
Helena Bonham Carter,2016,8.6
Helena Bonham Carter,2020,6.6
Helena Bonham Carter,2020,7.6
Helena Bonham Carter,2020,5.4
Helena Bonham Carter,2019,7.1
Helena Bonham Carter,2019,8.4
Helena Bonham Carter,2018,6.8
Helena Bonham Carter,2018,6.3
Helena Bonham Carter,2018,6.9
Helena Bonham Carter,2017,6.9
Helena Bonham Carter,2017,7.5
Helena Bonham Carter,2016,7.1
Helena Bonham Carter,2016,6.2
Helena Bonham Carter,2015,6.8
Helena Bonham Carter,2015,6.9
Helena Bonham Carter,2015,6.9
Helena Bonham Carter,2014,8.5
Helena Bonham Carter,2014,6.6
Helena Bonham Carter,2014,6.5
Helena Bonham Carter,2013,6.6
Helena Bonham Carter,2013,7.0
Helena Bonham Carter,2013,6.4
Helena Bonham Carter,2013,6.4
Helena Bonham Carter,2012,7.5
Helena Bonham Carter,2012,6.3
Helena Bonham Carter,2012,6.1
Helena Bonham Carter,2012,6.2
Helena Bonham Carter,2012,7.2
Helena Bonham Carter,2011,7.1
Helena Bonham Carter,2011,7.5
Helena Bonham Carter,2011,8.1
Helena Bonham Carter,2010,6.6
Helena Bonham Carter,2010,7.7
Helena Bonham Carter,2010,8.0
Helena Bonham Carter,2010,6.4
Helena Bonham Carter,2009,7.5
Helena Bonham Carter,2009,6.6
Helena Bonham Carter,2009,7.6
Helena Bonham Carter,2009,6.5
Helena Bonham Carter,2007,7.3
Helena Bonham Carter,2007,7.5
Helena Bonham Carter,2006,6.7
Helena Bonham Carter,2005,6.7
Helena Bonham Carter,2005,7.3
Helena Bonham Carter,2005,7.4
Helena Bonham Carter,2005,7.5
Helena Bonham Carter,2005,6.9
Helena Bonham Carter,2005,6.7
Helena Bonham Carter,2004,6.8
Helena Bonham Carter,2003,8.0
Helena Bonham Carter,2003,7.1
Helena Bonham Carter,2002,7.2
Helena Bonham Carter,2002,6.3
Helena Bonham Carter,2002,6.6
Helena Bonham Carter,2001,6.4
Helena Bonham Carter,2001,5.8
Helena Bonham Carter,2001,5.7
Helena Bonham Carter,1999,7.0
Helena Bonham Carter,1999,6.0
Helena Bonham Carter,1999,8.8
Helena Bonham Carter,1999,5.7
Helena Bonham Carter,1998,6.5
Helena Bonham Carter,1998,6.1
Helena Bonham Carter,1998,7.1
Helena Bonham Carter,1997,6.4
Helena Bonham Carter,1997,6.3
Helena Bonham Carter,1997,7.1
Helena Bonham Carter,1996,8.3
Helena Bonham Carter,1996,5.8
Helena Bonham Carter,1996,7.1
Helena Bonham Carter,1995,5.5
Helena Bonham Carter,1995,7.2
Helena Bonham Carter,1995,7.0
Helena Bonham Carter,1994,6.2
Helena Bonham Carter,1994,6.3
Helena Bonham Carter,1992,8.2
Helena Bonham Carter,1994,7.4
Helena Bonham Carter,1993,5.8
Helena Bonham Carter,1993,7.8
Helena Bonham Carter,1992,6.9
Helena Bonham Carter,1992,7.4
Helena Bonham Carter,1991,6.9
Helena Bonham Carter,1991,6.3
Helena Bonham Carter,1965,7.1
Helena Bonham Carter,1990,6.7
Helena Bonham Carter,1990,7.7
Helena Bonham Carter,1989,6.4
Helena Bonham Carter,1985,6.8
Helena Bonham Carter,1989,6.3
Helena Bonham Carter,1988,6.1
Helena Bonham Carter,1985,6.3
Helena Bonham Carter,1987,7.6
Helena Bonham Carter,1984,7.5
Helena Bonham Carter,1986,7.1
Helena Bonham Carter,1985,7.2
Helena Bonham Carter,1983,6.0
Kathy Bates,2023,8.0
Kathy Bates,2023,6.3
Kathy Bates,2023,7.4
Kathy Bates,2020,6.4
Kathy Bates,2019,7.5
Kathy Bates,2019,6.9
Kathy Bates,2011,8.0
Kathy Bates,2018,7.1
Kathy Bates,2007,8.1
Kathy Bates,2018,6.1
Kathy Bates,2018,6.3
Kathy Bates,2017,6.7
Kathy Bates,2017,5.5
Kathy Bates,2017,8.4
Kathy Bates,2016,5.6
Kathy Bates,2016,5.4
Kathy Bates,2016,5.4
Kathy Bates,2015,6.5
Kathy Bates,2010,6.5
Kathy Bates,2005,7.4
Kathy Bates,2014,6.7
Kathy Bates,2014,7.6
Kathy Bates,2014,4.9
Kathy Bates,2011,7.3
Kathy Bates,2003,7.1
Kathy Bates,2012,6.9
Kathy Bates,2005,9.0
Kathy Bates,2011,7.6
Kathy Bates,2011,5.4
Kathy Bates,2011,6.2
Kathy Bates,2010,5.7
Kathy Bates,2009,7.2
Kathy Bates,2009,7.6
Kathy Bates,2009,6.2
Kathy Bates,2009,6.1
Kathy Bates,2008,7.3
Kathy Bates,2008,5.5
Kathy Bates,2008,5.9
Kathy Bates,2007,7.0
Kathy Bates,2007,6.1
Kathy Bates,2007,5.7
Kathy Bates,2007,6.1
Kathy Bates,2007,5.1
Kathy Bates,2006,4.6
Kathy Bates,2006,4.6
Kathy Bates,2006,6.3
Kathy Bates,2006,6.1
Kathy Bates,2006,5.3
Kathy Bates,2006,5.6
Kathy Bates,2006,7.6
Kathy Bates,2005,5.5
Kathy Bates,2005,5.5
Kathy Bates,2001,8.7
Kathy Bates,2005,7.4
Kathy Bates,2004,5.0
Kathy Bates,2004,5.6
Kathy Bates,2004,5.3
Kathy Bates,2004,5.9
Kathy Bates,2004,5.6
Kathy Bates,1987,8.6
Kathy Bates,2002,6.7
Kathy Bates,2002,7.2
Kathy Bates,2002,6.1
Kathy Bates,2002,6.0
Kathy Bates,2002,6.9
Kathy Bates,1997,7.5
Kathy Bates,2001,5.9
Kathy Bates,2001,6.5
Kathy Bates,1995,7.2
Kathy Bates,2000,5.3
Kathy Bates,2000,6.0
Kathy Bates,1997,7.4
Kathy Bates,1999,5.2
Kathy Bates,1996,7.8
Kathy Bates,1998,6.6
Kathy Bates,1998,6.1
Kathy Bates,1998,5.4
Kathy Bates,1998,6.7
Kathy Bates,1997,7.9
Kathy Bates,1997,6.7
Kathy Bates,1996,7.0
Kathy Bates,1996,6.9
Kathy Bates,1996,5.4
Kathy Bates,1996,6.8
Kathy Bates,1995,5.8
Kathy Bates,1995,6.7
Kathy Bates,1971,7.9
Kathy Bates,1995,7.4
Kathy Bates,1994,5.6
Kathy Bates,1994,4.5
Kathy Bates,1994,7.1
Kathy Bates,1993,6.9
Kathy Bates,1993,7.0
Kathy Bates,1992,6.1
Kathy Bates,1992,6.8
Kathy Bates,1992,5.6
Kathy Bates,1991,7.7
Kathy Bates,1991,6.8
Kathy Bates,1991,6.7
Kathy Bates,1991,7.7
Kathy Bates,1990,7.8
Kathy Bates,1990,6.5
Kathy Bates,1990,6.2
Kathy Bates,1990,6.6
Kathy Bates,1989,6.7
Kathy Bates,1986,7.1
Kathy Bates,1989,6.0
Kathy Bates,1989,4.2
Kathy Bates,1989,6.2
Kathy Bates,1988,8.2
Kathy Bates,1988,4.6
Kathy Bates,1987,6.0
Kathy Bates,1987,4.8
Kathy Bates,1982,8.0
Kathy Bates,1986,5.9
Kathy Bates,1981,6.8
Kathy Bates,1986,6.5
Kathy Bates,1968,6.9
Kathy Bates,1983,4.7
Kathy Bates,1982,7.1
Kathy Bates,1963,7.1
Kathy Bates,1978,7.4
Kathy Bates,1977,6.3
Kathy Bates,1971,7.4
Kathy Bates,1970,6.8
